Employer Name,Review Link,Job Title,Review Date,Review City Name,Review State Name,Current Job,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8657704.htm, ,11/16/2015, , ,No,2,1,3,3,5,4,Getting Worse,No,No Rating,"Its a very comfortable job that will suck u in 
The pay is decent
You will have excellent work life balance",it would be extremely difficult to get out. your work-ex wont be recognized by the industry and you will have to start all over again.,Engage with the empoyees,Do not join unless u have to
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8656138.htm, ,11/16/2015,New York,New York State,Yes,3,2,5,3,5,1, , ,No Opinion,"this is a large enterprise, great benefits and overall great perks through the insurance, flex spending and HSA (healthcare savings account)",culture clash due to many acquisitions,eliminate acquiring too many companies,S&P Cap IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8655155.htm,Analyst,11/16/2015,Hyderābād,Andhra Pradesh,Yes,4,0,0,0,0,0,Getting Better,Yes,No Rating,Tech savvy company and leaders in the financial services market space.,"better management by introducing work from home, better yearly hikes, etc.", ,Hyderabad
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8654009.htm,Junior Research Associate,11/16/2015,Hyderābād,Andhra Pradesh,No,3,2,4,1,2,4,Staying the Same,No,No Rating,Good compensation and security for women employees,"shifts and no career growth ,no one consider your experience
suffer a lot regarding this experience",don't ply politics on employess,worst experiance
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8639930.htm,Senior Software Developer,11/13/2015,Gurgaon,Haryana,Yes,3,2,3,3,5,3,Staying the Same,Yes,No Opinion,"Work Life Balance, Salaries are at par industries paymasters","Career opportunities, less technical environment","Value Technical Resources, Good technical Resources are easy to find but hard to keep nowadays.",Senior Software Engineer
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8637104.htm,Data Researcher,11/13/2015,Gurgaon,Haryana,Yes,3,3,3,2,4,3, ,No,Approve,good work-life balance and compensation,Nothing thai i can think of as of now, ,Good company for Graduates
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8635157.htm,Sales Executive,11/13/2015,Denver,Colorado,No,4,4,4,3,4,4,Getting Worse,Yes,No Opinion,Good benefits and training.  A lot of freedom to do your own thing.,Constantly changing leadership and direction and can't seem to get much done because of it.,Stick with one direction and go with it.,S&P Capital IQ Sales Rep
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8621018.htm,Analyst,11/12/2015,Hyderābād,Andhra Pradesh,No,3,3,2,3,1,4,Getting Better,No,No Rating,"initially GOOD PAY FOR FRESHERS, one way transport, security to female employees, ethics, encouragement of team contributions, good food in the canteen, both south indian style and north indian style with one continental counter and fresh juices","poor work life balance, very less scope of growth, odd wok timings, no enhancement of overall knowledge, no idea what your work is going to contribute for!!","employee groth to be considered and employee engaement is needed, people interact very less due to high work pressure and completing the processing of many no of files as targets",analyst
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8609993.htm, ,11/11/2015, , ,No,5,0,0,0,0,0, , ,No Rating,Good working place specially for the new joinees,None. Good scope of development, ,Good work place
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8599766.htm, ,11/10/2015, , ,No,3,3,4,4,4,3, , ,No Rating,"good work life balance, good facilities, average work pressure",work experience doesn't carry much value, ,research associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8590008.htm,Senior Production Artist,11/9/2015,Piscataway,New Jersey,No,3,0,0,0,0,0, , ,No Rating,I worked for SP Capital IQ for 15 years. I learned a lot of new programs,they laid off our entire dept, ,My time @ S&P
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8574922.htm,JRA,11/7/2015,Hyderābād,Andhra Pradesh,Yes,2,1,2,3,1,2,Getting Worse,No,No Opinion,"good pay, nice people, good facilities.","bad canteen, no work-life balance, should have been better.",change is good,"Work, work, work!!!!!"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8508803.htm, ,11/2/2015,New York,New York State,No,3,2,4,2,4,2, , ,No Rating,"Work/life balance, decent pay and benefits, some interesting projects.",No clear path for advancement. Micromanagement. Near constant senior leadership changes. Management seems indecisive on direction.,"Create more opportunities for learning and advancement.
Management needs to be more transparent and honest.",Company's Upper Management and Direction Are Constantly Changing
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8505093.htm,Research Associate,11/1/2015,New Delhi,Delhi,Yes,4,3,3,3,3,4, , ,No Rating,it is the best company to associate with,it is demanding and may requires shifts,co operative and supportive,research associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8500388.htm,Research Analyst,11/1/2015,New York,New York State,Yes,4,3,3,3,4,3, ,Yes,No Rating,"Good Work/Life balance especially for females.
Better Compensation among competitors in this industry.
Different shifts to accommodate employees.
Nice environment for work.","Too many levels in between to grow.
Many people have monotonous work.", ,Good Company to Work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8498260.htm,Sales Associate,11/1/2015, , ,No,3,3,3,2,3,3,Staying the Same,No,No Opinion,"Good work life balance, good pay","No room for promotion, crab mentality, manager does not support careet advancement (atleast for me). Too bad I was not treated fairly.",Appreciate your team and the people who wants to do more.,Review
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8473589.htm,JRA,10/29/2015,Hyderābād,Andhra Pradesh,Yes,5,1,5,5,3,5,Getting Better,Yes,No Rating,"VERY GOOD COMPENSATION, HIGH QUALITY OF EMPLOYMENT, EMPLOYEE WELFARE ACTIVITIES. VERY I LIKE very much organization structure.","nothing is there for learning, i can not improve my knowledge and this experience is not consider by other companies. this are all factors i resigned",please provide employment security,EB 1
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8470088.htm,Junior Research Associate,10/28/2015,Hyderābād,Andhra Pradesh,No,3,3,2,2,3,2,Getting Worse,No,No Opinion,Not much technical work is done in hyderabad office.,"not at all flexible in terms of leaves, work culture not suitable for employees", ,Work and ethics
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8464764.htm, ,10/28/2015, , ,Yes,2,1,3,1,4,2, ,Yes,No Rating,Flexible hours. Decent pay rate if you hit their algorithm. Interesting content.,"Feast or famine as far as work availability.  Frequent major problems with their proprietary software. The way the algorithm and job tasks are structured does not result in the best product for the client, which in turn does not result in job satisfaction. Absolutely nowhere to go with this position.","You would save money and produce a better product if you listened to people doing the job.  In the over 3 years I have been with the company, numerous surveys have been sent out, but nothing has changed for the better.",Proofreader
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8456706.htm,Senior Software Engineer,10/28/2015,Hyderābād,Andhra Pradesh,No,4,5,4,5,5,5,Getting Better,Yes,Approve,"1) Flexibility of work hours: Technology Team doesn't follow fixed timings. Also, work from home is allowed in most of the cases.
2) Very good work life balance: Company ensures you make it a family rather than a work place
3) Good managers: Development Team has very good managers helping and guiding throughout
4) Celebrating culture: All the birthdays are celebrated and good outing events are managed by the company","1) Lack of knowledge transfer systems: Knowledge is not distributed equally across team members. This increases dependency on a single employee in case of production issues.
2) Non-existing Documentation : Most of the projects don't have documentation making it really tough for the new employees to quickly start work.
3) Inefficient HR systems: The feedback system methodology keeps on changing and fails to make an impact because of non involvement of employees to the changing system. NO proper steps are taken to ensure the effective implementation of HR systems.",Steps should be taken to make systems which can make knowledge available across the company. Feedback systems should be improved to suit the culture of the company rather than following an already existing one.,Good place to work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8431319.htm, ,10/26/2015, , ,No,3,4,5,2,5,2, , ,No Rating,Good work balance and learning experience.,Manager does not appreciate what you do but is more concerned about what you're doing when all your work and extra work has been completed.,I usually take lunch at my desk so I can monitor my work emails incase of an emergency. If there's nothing going on I like to read sports article which are no blocked by company regulations. This is unacceptable by my manager who does the same during his break.,research associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8404670.htm,Software Developer,10/23/2015,Hyderābād,Andhra Pradesh,Yes,5,5,4,4,5,4,Getting Better,Yes,Approve,"This is the perfect place for the fresher to start their career. Employees are cooperative. No restriction on entry-exit time, but you have to work at least 6-8 hours","As I am also a fresher working here for the last 6 months, I didn't get any cons that makes you uncomfortable here", ,Good place for the fresher
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8391441.htm,Quality Engineer,10/22/2015,Gurgaon,Haryana,Yes,3,2,4,3,3,4,Getting Better,Yes,No Opinion,"Good Work Culture
Good Pay
Lot of facilities provided
Management easy to approach","Not a great deal of balance between work and life
Climbing the ladder is long 
Lot of non-effective policies to irritate you",Change your rank structure and how you promote people,"Great Environment, but slow paced climb"
