"","X1","pros_page1","pros_page_rating_value"
"4484",256,"Great environment, ever learning job, promotes those who are committed, ambitious and hardworking, recognizes those who bring results, values team work, well structured.","4.0"
"4485",256,"$ - The money is good.  The benefits are excellent.  The perks are wonderful.  The bonuses are large.  The regular employees are awesome, and fun to work with.","2.0"
"4486",256,"Great opportunities for international travel, relocation to other offices is always open, and excellent perks such as food and drink in the office.","3.0"
"4487",256,"Living in New York was the only good thing","5.0"
"4488",256,"The free food in the pantry is good.","3.0"
"4489",256,"Good training program, especially from outside lecturers.
Fanciest office I have ever seen. Great view on 29th floor.
Working hours generally ok, some teams are busier. 
Good benefits for people who are married/have children.
People are generally nice.","5.0"
"4490",256,"Work culture, flexibility to employees as in while decision making","4.0"
"4491",257,"Work culture, flexibility to employees as in while decision making","4.0"
"4492",257,"Great culture, takes care of employees well. Good salary, benefits, bonuses. Smart people. Great picnic. Good brand.","5.0"
"4493",257,"The Compensation is Above Average , The Benefits Package is Among the Best if Not the Best in Broadcasting, The Snack Bar Provides Healthy Choices that Can Amount to Small Meals and There is an Opportunity to Work With Some Very Talented Peers.","2.0"
"4494",257,"great exposure and smart people","4.0"
"4495",257,"Entreprise bien connue

Internationale

Possibilité d'avancement si vous travaillez comme un acharné et abandonnez votre vie pour votre carrière","2.0"
"4496",257,"Bloomberg comes highly recommended as a top firm.  Very interesting and exciting work environment.","3.0"
"4497",257,"very nice building, a lot of snacks, drinks. Good for ppl without a computer science degree if you want a software developer position","5.0"
"4498",257,"Challenging work, great managers, no job titles, decent compensation, CEO knows what he is doing","3.0"
"4499",257,"have food, training. A lot of people are nice","5.0"
"4500",257,"Great office building, great co-workers","4.0"
"4501",258,"Great benefits, decent work / life balance, people are very collaborative and friendly - you can speak to anyone at any level, IT staff is responsive, a very transparent company culture.","4.0"
"4502",258,"great place great people to work with","5.0"
"4503",258,"Excelent salary, benefits and work place.","2.0"
"4504",258,"Great culture - open floor policy, easy access to management and colleagues; ability to take ownership, be proactive, early in your career; very supportive of it's people and their growth; lots of passion and energy; very innovative.","4.0"
"4505",258,"Good entry-level place for graduates to learn about finance. People you work with are all quite good and generally easy to get along with.","2.0"
"4506",258,"food pantry, benefits, learning how to use the terminal","3.0"
"4507",258,"Smart people, tremendous networking opportunities inside and out, great benefits.  High energy and fast paced working environment was very stimulating.","5.0"
"4508",258,"- Good training provided by very good tutors
- Very organized work
- Extra work activities, i.e. sports, volunteering...","3.0"
"4509",258,"Very good lifestyle with great hours and fun environment. Very young talent and work closely with other business units.","5.0"
"4510",258,"great ceo; very stable and likely very profitable core business","4.0"
"4511",261,"Employees are treated well on the basics (health plan, salary) and provided opportunities (growth, internal training, tuition reimbursement). I have not seen many people ""stuck"" in roles, nor many managers that were completely unqualified.","4.0"
"4512",261,"Bloomberg is generally a good company with good benefits. The people here are generally nice.","5.0"
"4513",261,"Benefits are great, very dynamic, cool office space, fast paced","2.0"
"4514",261,"- Lots of learning, strong peers
- Easy to move around
- Competitive pay
- Challenging","4.0"
"4515",261,"the pay and benefits are good, Bloomberg always looks impressive on resume,","2.0"
"4516",261,"lots of perks, great benefits, strong infrastructure, new technology, profitable private company that can make changes without shareholder approval.  lots of employees (great for networking).","3.0"
"4517",261,"great cuture, mutual respect, really smart people.","5.0"
"4518",261,"good benefits, free food, ok reputation","3.0"
"4519",261,"Very positive environment and open attitude
Young and nice people
Transparent and collaborative persons and willingness to help in career choice","5.0"
"4520",261,"-Top notch and free benefits
-High 50% 401K match
-Competitive Salary/compensation
-Highly talented team members, all above average","4.0"
"4521",262,"-Top notch and free benefits
-High 50% 401K match
-Competitive Salary/compensation
-Highly talented team members, all above average","4.0"
"4522",262,"Good benefits, ok pay, attractive-looking people, free chips, free soda, free Cheerios, free apples, free salt, free sugar, free corn nuts.","5.0"
"4523",262,"nic environement and free food at pantry","2.0"
"4524",262,"Everything!! Amazing people, great benefits, perks, comp, benefits!!  Atmosphere is second to known...you feel the energy the minute you walk in.","4.0"
"4525",262,"Free food, Job security, Easy","2.0"
"4526",262,"Innovative culture with great company benefits and networking opportunities.","3.0"
"4527",262,"-Work with latest technology
-Opportunities to get MBA & Cisco/Juniper/Linux certifications
-50% match on 401K 
-Good health & dental package
-Since 2007 raises & bonuses have been a joke
-Good company name to have on your resume
-Good vacation days after 10 years","5.0"
"4528",262,"hmm....Friendly colleagues and 1 month notice period.","3.0"
"4529",262,"good benefits, decent pay, food","5.0"
"4530",262,"nice and smart colleagues, less politics, transparent","4.0"
"4531",263,"Very fast pace company. Perfect for go-getters. Salaries are competitive with good benefits. People are friendly. You interactive with many people through out the day. There is never a dull moment. Free sodas and snacks.","4.0"
"4532",263,"decent healthcare, talented, dedicated people","5.0"
"4533",263,"I liked my time there.","2.0"
"4534",263,"Good learning experience, great colleagues","4.0"
"4535",263,"Great code base to learn from.","2.0"
"4536",263,"The pay and benefits are above average.","3.0"
"4537",263,"Fast paced environment, lots of different teams to choose from that give you a nice blend of technology and finance.","5.0"
"4538",263,"High pay, good benefits, free food.  Everything moves at a fast pace","3.0"
"4539",263,"Lots of knowledgeable people and team leaders who are willing to help you improve. Room for growth. Despite layoffs a few years ago, company is generally pretty stable. Salary is above average, and access to free snacks and refreshments is a nice perk. Very nice office building too.","5.0"
"4540",263,"Great people, nice benefits, good training, great career opportunities for people with a Finance background, and free snacks and drinks.","4.0"
"4541",264,"Great benefits and work-life balance. Excellent opportunities for learning market fundamentals. Hours are incredibly easy and most people in the department are very friendly. The pantry and its snacks made the job bearable.","4.0"
"4542",264,"Good pay, vibrant working environment","5.0"
"4543",264,"It is good to work at Bloomberg New York City.  The culture is good and people there is nice.","2.0"
"4544",264,"They pay you a lot","4.0"
"4545",264,"relatively stable. good benefit. in the center of NYC.","2.0"
"4546",264,"You get to work at a beautiful office (no matter where in the world you work) all the water, tea, coffee and chips you can eat.--if that is important to you-- Compared to other cable TV companies benefits package and perks are attractive.  Probably one of the few companies left that will pay for first class accommodations if you have to travel for business.  Plenty of internal professional development courses... through Bloomberg University (manager approved, of course).  Company's social responsibility is outstanding. You have the opportunity to attend many exclusive social events. Lavish annual company-wide picnic in the NY area and Brazil. If you embrace change in all fronts, you will adapt well to the company culture.","3.0"
"4547",264,"High degree of personal ownership in projects means that if you're on a solid team you can contribute almost immediately","5.0"
"4548",264,"Vibrant culture and dynamic working environment makes this company a brilliant place for young, entrepreneurial individuals.","3.0"
"4549",264,"Stable company, stable cash flow, lots of  market data and products utilizing it, hence lots of opportunities in the software development area","5.0"
"4550",264,"Great Free Pantry Food. Opportunity to advance within firm","4.0"
"4551",265,"Great people, interesting culture and challenging work if you're in the right spot. Professional growth is completely dependent on the group you are interested in, which can sometimes be difficult to get to but there are a myriad of opportunities.","4.0"
"4552",265,"Great technology in infrastructure teams. Company is pretty stable and treats employees with respect. Great process in managing production environment. Free access to snacks and refreshments is great. Overall satisfied with the company.","5.0"
"4553",265,"good life-work balance, friendly people","2.0"
"4554",265,"Pay is good
Free food in every building
Some very sharp people work there","4.0"
"4555",265,"Initial Salary is attractive, free food and work-life balance (you literally work 8 hours at the Help Desk, at sales department is much more)","2.0"
"4556",265,"Smart and engaged employees, passion for the energy game, always a new initiative or product under development, fascinating world-changing content, great reputation among clients","3.0"
"4557",265,"Free health care, free snacks, good people, formerly cared about employees, egalitarian philosophy","5.0"
"4558",265,"good work life balance
flat org structure
good welfare","3.0"
"4559",265,"Great benefits. Good compensation. Learning opportunities","5.0"
"4560",265,"Food is served during lunchtime.","4.0"
"4561",266,"Food is served during lunchtime.","4.0"
"4562",266,"Nice building, great benefits, HR seems progressive.","5.0"
"4563",266,"Free food, and huge summer party.","2.0"
"4564",266,"* Stable company, dominant position in industry
* Good health benefits
* Ability to transfer to worldwide offices
* Good work-life balance","4.0"
"4565",266,"- Good compensations (salary, insurance, etc)
- 20 paid off-days per year.
- Easier to become a manager than most of other large tech companies","2.0"
"4566",266,"Cushy offices and expense account
Customer service focus","3.0"
"4567",266,"They invest heavily in their own employees. You can ask anyone anything.","5.0"
"4568",266,"Transpancey, a great place to learn","3.0"
"4569",266,"i really really love this place","5.0"
"4570",266,"Got some really good developers that you can learn from. Bang in the middle of Manhattan. Pays decently well.","4.0"
"4571",267,"Nice looking place and good people","4.0"
"4572",267,"Extensive training program.  Broad introduction to capital markets and financial products","5.0"
"4573",267,"- Relatively easier to get in, no previous experience is required, just interest in financial markets is good enough.
- Sponsor international workers
- Offers you the opportunity to learn about different asset classes, talking about an overview rather than in depth knowledge. 
- Decent entry level salary
- A good brand name on CVs","2.0"
"4574",267,"Money is pretty good, but matchable in most cases. Almost no layoffs.Offices are nice. Many things about the product are remarkable. They have the money to try to do a really excellent job. If only their editorial leadership were better.Much better place for customers than employees.","4.0"
"4575",267,"fun, creative, mentoring, learning, exciting","2.0"
"4576",267,"Company offers fantastic health-care benefits, and as of 2013, still covers the entire cost for most of its employees. All U.S. workers get four weeks of vacation -- great if you're starting out, but there's no real chance to increase that figure. Those who last 10 years are given an extra 3 days, which is the max for the U.S.","3.0"
"4577",267,"-You learn about financial data market, sock exchange and the relevant concepts and jargon. It's an interesting world. 
Depending on the team you're in, you might have the chance to work on interesting engineering ---problems.
- Good name on your resume.","5.0"
"4578",267,"OK working environment, competitive among team members. Company willing to invest in the training of the junior member is definitely a plus.","3.0"
"4579",267,"Great benefits. Free food. Decent pay. Special events. Most of the people are nice. That pretty much sums up most of what's good.","5.0"
"4580",267,"""Safe"" job. Good starting point in financial sector, but don't stay for too long. Good brand/product","4.0"
"4581",269,"Very entrepreneurial for a large company","4.0"
"4582",269,"young and lively; a lot of good and knowledgable colleagues. pay is good in comparison with other similar companies.","5.0"
"4583",269,"Good work-life balance, okay salary","2.0"
"4584",269,"- Awesome Benefits (health, dental, vacations
- Generous Leave time opportunities
- Free Food (if you like junk food)","4.0"
"4585",269,"- value staff, recognize talents
- great employee benefits
- encourage internal transfer","2.0"
"4586",269,"There is a good amount of career mobility between departments and roles in the company. Also they encourage creativity for their employees.","3.0"
"4587",269,"Great team members, friendly environment","5.0"
"4588",269,"A great place for  the motivated","3.0"
"4589",269,"Great place to work, great culture, great perks","5.0"
"4590",269,"- Beautiful Office, 
- Pantry, corporate perks and Summer Party
- Work is rewarding and not too overwhelming
- The experience here is well recognized and valuable for future employment","4.0"
"4591",270,"- Beautiful Office, 
- Pantry, corporate perks and Summer Party
- Work is rewarding and not too overwhelming
- The experience here is well recognized and valuable for future employment","4.0"
"4592",270,"Bloomberg cafeteria, decor, office are great.
There are lot of activities, events.
People are great as well.","5.0"
"4593",270,"* Good Pay
* Opportunity to take ownership of products
* Good benefits and nice building
* Depending on the team there could be some very interesting work
* Good people to work with and lots of opportunities to work with very smart people","2.0"
"4594",270,"1. Benefits (the well-known pantry, vacation days, dental, healthcare, may pay for your part-time degree)
2. 5 days work in Asia
3. Good springboard into the finance industry
4. Easily rewarded $ during economic good times
5. Leader among vendors *good exit opportunities and bargain power if you want to go to other vendors*","4.0"
"4595",270,"Fast paced, smart people, great environment, industry standard","2.0"
"4596",270,"You get exposed to the market, clients, firms, people. If you are smart person you take advantage of these opportunities to learn and develop. There some great people that you can work with and learn from but you need to chase them. Great work life balance' literally - even senior people are you of the door at 6pm. Tend to be flexible in listening once you have prove you worth it.","3.0"
"4597",270,"Very good health benefits, good amount of vacation","5.0"
"4598",270,"Many internal opportunities,, stable & less political environment, excellent for fresh graduate","3.0"
"4599",270,"Good health benefits from day 1.  Free snacks in the pantry.","5.0"
"4600",270,"Very dynamic and fast paced culture","4.0"
"4601",271,"Lots of holidays and vacation days, work is relatively easy","4.0"
"4602",271,"Nice environment and smart people to work with","5.0"
"4603",271,"Gives you a lot of freedom at work, encourages changes within the team. Lately they have been lenient in allowing people to work from home.","2.0"
"4604",271,"Great company to work if you are fresh from school. Easy people (mostly) during the interview process (Based in UK) Recommended if you want to jump IB afterwards.","4.0"
"4605",271,"I learned alot about mayor bloomberg who is a very nice guy and that was cool, the interview was pretty standard and they made me feel like home","2.0"
"4606",271,"They are good to their employees, provide plenty of training, opportunities and benefits are on the more generous side.","3.0"
"4607",271,"Bloomberg News is a place where you'll learn a lot, be challenged and work very hard. The company is all changing. There are a lot of talented journalists here, though many are misused. Resources, salary, benefits as good or better than nearly all other news organizations.","5.0"
"4608",271,"Very dynamic place with a lot of different things going on. There is always an opportunity to learn and apply yourself on different projects.","3.0"
"4609",271,"Benefits.  Some cool people work here.  Smart, interesting colleagues.  There's a 20 word minimum but I am struggling to get to it.  It's a soul-destroying place to work.","5.0"
"4610",271,"Good name to have on cv.","4.0"
"4611",272,"awesome place to work fantastic","4.0"
"4612",272,"Excellent salary, not much else to be said about the place.","5.0"
"4613",272,"Bloomberg is the best at news. They make the needed investments to stay on top. It's been a great company to work for.","2.0"
"4614",272,"Depending on your team and manager the job can be exciting and fun
Job security is very high
Good work environment","4.0"
"4615",272,"-Good benefits, lot of growth and very helpful HR dept","2.0"
"4616",272,"respected product, access to professionals","3.0"
"4617",272,"Learn a lot of stuffs not only in CS and also in Finance","5.0"
"4618",272,"Access to the top executives at public companies, working with top notch people, competitive salary","3.0"
"4619",272,"Competitive salary, good benefits, free ""food""","5.0"
"4620",272,"- Pantry & Benefits
- A little higher than avg salary
- Young, energetic, smart colleagues","4.0"
"4621",273,"Great work-life balance.  Easy to move up  career wise after 1-2 years of work.  Great benefits, and ability to move around the company is fairly easy.","4.0"
"4622",273,"Very organized, efficient, good environment, team work.","5.0"
"4623",273,"The free food was always nice, the hours are semi flexible, and there is a ton of talent that arose from various academic backgrounds.","2.0"
"4624",273,"Health benefits are great.  401k, vacation time are better than average.  Other than that there really are no pros to working at Bloomberg.","4.0"
"4625",273,"Everything is team dependent
Pay, work ethics, quality of work etc.
In general, pay will be good in any team.  
If you are in a relatively new team then you may be using C++ and somewhat latest technologies.","2.0"
"4626",273,"smart people, nice perks( food, benefits, building, access to bloomberg terminal), ownership of software, access to training materials and courses","3.0"
"4627",273,"Superb pantry; great culture; fun place!","5.0"
"4628",273,"Great colleagues.
Great benefits.
Good compensation.
Decent work life balance. 
Some software projects are interesting.
Lately they are improving how software projects are run. There has been some relaxing of the unending emphasis on Time-to-Market (i.e. deliver something asap) to actually taking the time to build something cool.","3.0"
"4629",273,"- Excellent benefits, better than any other corporate in South Africa if not the best
- Flexible working hours, starting between 7-9am
- Very very long term incentive plans
- International travel once you enter the management structures
- Willing to relocate to international offices if the need arises","5.0"
"4630",273,"work, free food, opportunities, colleagues","4.0"
"4631",274,"Has internal ""Bloomberg University"" which is especially good for R&D folk.  Many well respected technical authors come and speak from outside.
Staff & colleagues are generally very smart
Opportunities to learn about many areas of finance as well as technical subjects.
Has a big snack kitchen and excellent fish tanks.  The London office is generally very nice and gives you a sense of pride.
There's not any... necessity to move into managerial positions if you are strong technically and want to stay doing hands on programming.
Bloomberg is very much involved in charities and encourages the involvement of it's employees in various volunteering activities.  These are a great experience.
The summer parties are excellent.","4.0"
"4632",274,"*Overall Its a Great company to work for...
*You never stop learning new things
*Young and dynamic company
*Nice offices
*Job safety in difficult market conditions
*some good benefits : health insurance ,relocation packages, perks when travelling abroad on business","5.0"
"4633",274,"I was an analytics representative at Bloomberg.  Bloomberg spends a lot of time and money to train you on key fundamentals of finance, from equities, fixed income, fx/commodities, and economics.  the amount I learned in the short amount of time was much more than I expected.  Great place to get a knowledge base and learn a software widely used in the financial sector.  Good place to go into sales, as well, but with... the finance industry staggering, Bloomberg's sales are reflecting this negative turn (which affects bonuses)","2.0"
"4634",274,"The benefits are outstanding as are the offices with elaborate aquariums and cool looking conference rooms.  There is also free food, but watch for the Bloomberg 15!!","4.0"
"4635",274,"Lots of offices if you want to live abroad. Lots of choices for types of work. Great benefits.","2.0"
"4636",274,"lots of work need to do","3.0"
"4637",274,"Stylish, comfortable offices 
Decent salaries
International company","5.0"
"4638",274,"Job stability - you won't get layed off unless you are completely incompetent, and even then you might not get layed off.","3.0"
"4639",274,"Company offers the ability to switch jobs internally every year, based on performance.
Excellent benefits package.
20 days vacation to start!","5.0"
"4640",274,"Please enter at least 5 words.","4.0"
"4641",275,"Easy, hard, neutral, simple, strange","4.0"
"4642",275,"Excellent employee benefits; free snacks and breakfast.","5.0"
"4643",275,"Smart people, good salary, great benefits, opportunities to change groups, try other things like philanthropic activities, recruiting etc. free food, open environment.","2.0"
"4644",275,"Great benefits, Diverse and friendly culture/environment, Strong client base, Opportunity for internal mobility, Good resources available through various internal teams/colleague's backgrounds","4.0"
"4645",275,"NY office is spectacular with a lot of energy and daylight.
Your experience really depends on the department you work in but generally the company is extremely multicultural and the majority of the people you work with are smart and agreeable.","2.0"
"4646",275,"* Smart colleagues
* Good compensation
* Ideal for folks interested in finance/software
* Transparency","3.0"
"4647",275,"Great food 
Noone is constantly over your shoulders","5.0"
"4648",275,"The well stocked kitchen and the initial training courses provided","3.0"
"4649",275,"good atmosphere, nice peers and co workers","5.0"
"4650",275,"It's very bright and sunny, which might seem trivial but I personally find it very good for my mood to work in a bright office.  I like the financial aspects of the work, so once I found the team working on precisely what I was interested in, I became quite happy and satisfied.  Don't worry too much about the ""free food"", most of it is junk food, though the fruit is great.  

If you like finance more than cutting... edge software engineering, you'll find it a pleasant enough place to work at (on the good teams).  The bad teams, well, they are out there, do your homework before accepting the offer.","4.0"
"4651",276,"Work load is balanced with personal life;
Learn many CS stuff and also financial knowledge;
Free courses;
Free food","4.0"
"4652",276,"Not much, unless you have no place to go.","5.0"
"4653",276,"Opportunities are there for those with initiative...Great job security.","2.0"
"4654",276,"Knowing that you can make a difference leads to good job satisfaction; the people you work with are great as long as you can get along reasonably well. The food is great, and manhattan is your backyard.","4.0"
"4655",276,"Since the products that the teams develop are entirely client/customer based, you will be involved in the entire software development life cycle process. Teams are switching over to new technology (that's a very good sign). The entire company is transparent. You know what different teams are working on and the developers are easy to approach to.","2.0"
"4656",276,"If you are brand new and could not find other options, perhaps you may get your train in faniance here. Remeber, try to switch to others as soon as possible when you get a chance.","3.0"
"4657",276,"very good compensation, good health insurance plan. free snack and soda, breakfast.","5.0"
"4658",276,"Great opportunity to meet and sell with other like minded colleagues. Opportunities to grow vertically are always available but takes time to jump roles. In the end, was offered a job which I held for two years","3.0"
"4659",276,"Mostly great colleges
Good managers who cares about their employees
Transparency (anyone can find out what other employees are working on)
Opportunity to get training on the job
Employees are encouraged to move around and there are programs specifically set up for employees to find the right team
Management becoming more concerned about the needs of developers (every getting new computers and much bigger... monitors)
Some good technical work done depending on the team","5.0"
"4660",276,"- many knowledgable and extremely bright people
- decent benefits other than salary
- impressive offices throughout the globe
- looks good on your CV","4.0"
"4661",277,"It pays well, and is very secure.  Sometimes there are free vegetables.","4.0"
"4662",277,"Stable work conditions.
Free food and cool pantry.
Young and intelligent people.
Good way to learn more about finance and how to use Bloomberg Terminal.
OK basic salary.","5.0"
"4663",277,"stable and relax working environment","2.0"
"4664",277,"Great colleagues, great offices, great reputation, great training and support. Kitchen is the best","4.0"
"4665",277,"Best minds, Cutting edge technology, stimulating environment, Challenging and multitask work  and high demands from clients keep us always on the edge of giving best service.","2.0"
"4666",277,"Mountains of chips and rivers of soda... at the same time an on going compain to ""B fit"" 
No co-pay medical and 4 weeks of vacation, which is plenty needed to recover from all ""innovations"" that going on.","3.0"
"4667",277,"- Great technologists
- Working at Bloomberg makes you distrust (but still like) many newer technologies. It's a Pro
- Job safety as long as you put a moderate effort
- Very good training available","5.0"
"4668",277,"Free Food
Fixed hours
Nice fish tanks","3.0"
"4669",277,"Worked at Bloomberg from 1996 - 2000, it was a fast paced environment as well as a great place to learn technology as well as business.","5.0"
"4670",277,"nice people to work with","4.0"
"4671",278,"Good salary
Nice view from the building
Big company","4.0"
"4672",278,"Flat organizational structure 
Sufficient resources to get the job done (seniors are willing to guide & support)
Great non-monetary benefits & welfare 
Opportunities to study capital markets beyond your own coverage
People are generally driven & enjoy the Bbg culture","5.0"
"4673",278,"Very bright, committed news people. Extraordinary depth on markets and financial coverage.","2.0"
"4674",278,"- Good for entry level salesperson 
- Cutting edge technology
- Good People.  
- Snacks","4.0"
"4675",278,"Free snacks & food
Good company culture
Nice working time billing system","2.0"
"4676",278,"Great work place.  Flexible hours. Tele-commute.  Bonuses as per performance.","3.0"
"4677",278,"good company good woring condition","5.0"
"4678",278,"Fast paced environment . Quick time to market","3.0"
"4679",278,"There're free snacks and soft drinks.

People tend never to get fired. This is a major advantage if you happen to not be particularly good.","5.0"
"4680",278,"Encouraging work environment and great colleagues. Bloomberg takes care of it's employees and promotes a healthy culture, both in and out of the workplace","4.0"
"4681",279,"Good teams with bright people, a lot of opportunities to contribute.","4.0"
"4682",279,"People are very smart, excellent benefits, great product","5.0"
"4683",279,"great trainings and learning environment","2.0"
"4684",279,"Transparency, growth opportunities, challenging work, fast paced.
Free snacks, salads.
Excellent medical and other benefits","4.0"
"4685",279,"Good product, good enviroment, compensation seems to be adequate","2.0"
"4686",279,"Great medical coverage. Free snacks on multiple floors throughout the day. Medical center on site. Opportunities to move up as well as to take positions in other offices around the world.","3.0"
"4687",279,"No overtime work required. Pretty flexible. Various training","5.0"
"4688",279,"work-life balance
generally nice people
opportunity to learn","3.0"
"4689",279,"The FSD training class will teach you what you need to know about Bloomberg's proprietary technologies. Good opportunity for somebody straight out of uni, who knows C++ to a reasonable but not expert level. For those with a few years experience, getting the same pay and going through the same class is less appealing. Bloomberg's RAPID enviroment and BAS framework are easy to use and quick to develop new features on.... Bloomberg work you hard but the satisfaction you get from getting a lot of work done can be addictive. Free snacks and drinks in the pantry is also a plus. Lavish summer parties. Nice new ""lunch room"".","5.0"
"4690",279,"20 vacation day! Very good medical insurance. Access to finance information.","4.0"
"4691",280,"* Pay is good. Business is slowing down now but even during the financial crisis I got pretty good pay and bonuses. A lot of my coworkers quit and work for Google and they're getting less vacation and about the same salary.
* Good benefits. Four weeks vacation, good medical and dental insurance (used to be free but now it's $400 a year or so) and other perks like free entrance to of museums and occasional tickets... to high-society type events through the company's philanthropy
* Nice office in a nice location, with beautiful tropical fish and free snacks.","4.0"
"4692",280,"-Good pay
-4 Weeks of vacation
-Free food in the pantry
-Get to learn a lot and meet new people all the time
-Reputation is a plus on the resume
-Nice environment","5.0"
"4693",280,"great benefits, interior design, pantry, values, people","2.0"
"4694",280,"Office was very nice, and brand new","4.0"
"4695",280,"Good pay.  Prestigious name on the resume.  Work here only for the name and short duration. Stepping stone for higher ground.","2.0"
"4696",280,"Company that take cares of their employee by providing good benefits, sustainability, so2ciability and engages and empowers their employee to improve","3.0"
"4697",280,"Perks plus average salary. 
Good place for newly graduated students to gain experiences; 
The right place for guys and girls want to rise to the top, and smart guys have no ambitions but a easy life. 

The office in Skillman and Ridge Road is not  that bad, it is not as crowded as 731 office in NYC. If you happen do not have family, you do not need to cook, there would be breakfast, lunch and dinner. The... Skillman office is mins to shopping centers and restaurants, it is convenient to invite friends to dine out. There used to be shuttle bus to NYC office, making it convenient to meet your colleagues in Princeton and NYC. 

The NYC office on near Central Park, you can take subway to 56 St, Lexington Av, then walk several mins. In 
the 731 Lex bldg, they have one of the helix elevators in the world.","5.0"
"4698",280,"colleagues, benefits, offices, ability to move around offices","3.0"
"4699",280,"Good working hours - get up and off on time. 
Minimum hierarchy.","5.0"
"4700",280,"Beautiful office, lovely amenities, they keep you well-fed, some nice people, and interesting meetings and events.","4.0"
"4701",281,"Generally a good environment. Compensation is above average for the amount of work that actually gets done. Good benefits.","4.0"
"4702",281,"- Free sneaks (but the selection has become worse)
- Nice office building in good location
- More stable than investment banks and other financial service firms","5.0"
"4703",281,"Bloomberg is a great company with great people. There's a very open work environment and everyone is very approachable. I would definitely recommend it to recent college grads.","2.0"
"4704",281,"Good benefits package, fast paces environment","4.0"
"4705",281,"Very young company, beautiful building, reasonable hours, incredible job security, stress free, internal training","2.0"
"4706",281,"As I mentioned above , its  great to work with bloomberg because it has unbelivable transperency , the sales done by company is visible to all. No sprecial siting arrangement for bosses. No closed cubicles. Great accountability , every work item is ticketed and resposibilites are clear.   Its financially stable so only your performanc e matters. Good Pay and ability to contribute in new product  conceptualization ... and developement .","3.0"
"4707",281,"good access, some great travel opportunities, competitive salary","5.0"
"4708",281,"Meritocracy
Great working atmosphere
Employees are well-treated","3.0"
"4709",281,">good training on the product
>good work environment
>truly flat, a chat with the CEO is always possible
>meritocracy 
>great office infrastructure
>good communication of Sr.Management with all employees of the firm
>a feeling that the management truly care for their employees","5.0"
"4710",281,"If you like bureaucracy, lots of proprietary software development, tons of red tape in getting your job done than this is the place for you!  If you have not fully developed your software development skills or like to pretend that you are something you are not, you can likely find your dream job at Bloomberg.","4.0"
"4711",282,"If you like bureaucracy, lots of proprietary software development, tons of red tape in getting your job done than this is the place for you!  If you have not fully developed your software development skills or like to pretend that you are something you are not, you can likely find your dream job at Bloomberg.","4.0"
"4712",282,"Free snacks & drink all day!  Healthy & some not so healthy.  Helps the pocket.
Great open atmosphere - all high tech!","5.0"
"4713",282,"Lots of exposure to the financial markets and a wonderful benefits package.  Lots of smart coworkers and dynamic personalities walk the halls","2.0"
"4714",282,"great up to the latest technologies, superb compensation and benefit","4.0"
"4715",282,"Training and development is exceptional for new Grads up there with Investment Banks
Some pretty decent talent and diverse skills
Buildings are nice with Global offices all over the world","2.0"
"4716",282,"Fantastic support for continuing education, excellent location, interesting work, good benefits package inc private healthcare, open pay reviews, clear bonus structure. Supports the community and encourages involvement with local schools and charities.
10 week training program to get you up and contributing the minute you join your team.","3.0"
"4717",282,"Great coworkers, lots of opportunities to meet great people, fancy offices, interesting areas of research, great stepping stone for other career opportunities, lots of opportunities to steer one's own research and career","5.0"
"4718",282,"good pay, good benefits, very good location","3.0"
"4719",282,"Fast-paced work; Dull moments are rare. But that's becase ... (see ""Cons"").","5.0"
"4720",282,"Company as a whole cares about employees. Benefits are top notch. Summer parties are the best and the company has excellent core values. Being a private company has a huge advantage that the company can invest in its people through education and other perks that are rarely found else where. They also promote volunteer work, being green, and focusing on your health.","4.0"
"4721",283,"Challenge you, rewarding, decent salary.","4.0"
"4722",283,"Good wage. Good benefits. Understanding if you fall ill.","5.0"
"4723",283,"friendly people, great environment and they provide free food","2.0"
"4724",283,"Smart people, international colleagues, enough funding for reporting trips and congresses, nice office, good chances for advancement.  Salaries good compared to other media. Very open to change, new policies or technologies are instituted very quickly. Young tea.","4.0"
"4725",283,"No titles so everyone is accessible. Everyone has the same 4 feet of desk space, 2--4-6 monitors, 3 drawers all in an open environment. You could be sitting next to a Pulitzer prize winning recipient, a genius and an average joe. The pantries are awesome, office ambiance is great. Lots of internal opportunities.","2.0"
"4726",283,"Fantastic learning opportunities/extensive training. You'll meet a lot of great people.","3.0"
"4727",283,"Good place to work, free food and opportunity to learn about different products","5.0"
"4728",283,"No retrenchment policy, great benefits for health and other well-being, work-life balance, open communication, dynamic environment.","3.0"
"4729",283,"Everyone is good and motivated, the incentives are structured to get the best out of everyone. Lots of training courses available, including about 500 that are self-study web-based which you can do over lunchtimes.","5.0"
"4730",283,"pays well, good health benefits, you get to work with very smart guys","4.0"
"4731",284,"There are quite a few benefits of working for Bloomberg:
* Compensation is quite competitive for NYC.
* Work/life balance is generally good.  In fact you won't see many people at work outside of normal working hours and none on weekends.
* Benefits are quite good as well.
* Company is stable.
* There is no dress code for R&D people.","4.0"
"4732",284,"Good working environment. Career progresion allowing to move between teams","5.0"
"4733",284,"-surrounded by bright people
-hard working
-great office","2.0"
"4734",284,"Good benefits, very egalitarian, very transparent, opportunities to move around in the company.","4.0"
"4735",284,"Free food, great benefits, Good pay.","2.0"
"4736",284,"Free food, work/life balance, premier financial data company w/ great connections","3.0"
